Id._Empresa,Razón_Social,CIF,Domicilio,Id_Municipio_INE,Municipio,Población,Provincia,País,Código_Postal,Teléfono,Teléfono,Fax,Web,Email,CNAE,Descripción_actividad,Área_principal,Actividad_1,Actividad_2,Actividad_3,Actividad_4,Actividad_5,Actividad_6,Facturación_2019,Inversión_2019,Inversión_2020,Nº_empleados,Capital
365743,"ELECTRO MURCIA, S.A.",A30219042,"Avda. FRANCISCO SALZILLO, 27",0308,Murcia,San Ginés,Murcia,España,30169,968889800,,968880336,,electromurcia@electromurcia.com,4652,Venta mayorista de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,2.73,,,14,0.06
365747,"SUMINISTROS ELÉCTRICOS GABYL, S.A.",A31069321,P.I. Comarca I  - C/ D - Parcela E-16,2016,Pamplona/Iruña,,Navarra,España,31013,948350700,,948350555,www.gabyl.com,gabyl@gabyl.com,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,48.84,0.06,,85,0.662
365749,"SALTOKI, S.A.",A31076508,"P.I. Landaben - C/ A, s/n",2016,Pamplona/Iruña,,Navarra,España,31012,948189018,,948188584,www.saltoki.com,,4673,Venta al por mayor de saneamiento y fontanería.,Distribución,Distribución fontanería y climatización,,,,,,53.23,2.81,,54,0.301
365751,"SUMINISTROS ELÉCTRICOS URGÓN, S.A.",A31086598,"P.I. Cordovilla, s/n",1094,Galar,Cordovilla,Navarra,España,31191,948233850,,948242566,www.urgon.es,suministros@urgon.es,4674,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,13.24,0.22,,46,0.12
365754,"DICONA, S.A.",A31132590,"P.I. Landaben  - C/ E, s/n",2016,Pamplona/Iruña,,Navarra,España,31012,948189018,,948286303,www.saltoki.com,dicona@saltoki.es,4673,Distribución de material de construcción y fabricación de encimeras.,Distribución,Distribución multiproducto,,,,,,20.24,1.25,,30,0.301
365759,"COMERCIAL NAVARRA INSTRUMENTACIÓN, S.A. (CONINSA)",A31266414,P.I. Comarca I  - C/ D - Parcela E-16,2016,Pamplona/Iruña,,Navarra,España,31013,948303232,,948350555,www.gabyl.com,coninsa@coninsa.es,4652,"Distribución de material eléctrico, electrónico e instrumentación.",Distribución,Distribución material eléctrico,,,,,,7.3,,,7,0.06
365767,"HIJOS DE ANGEL MARTINEZ, S.A.",A32010233,"Avda. Ribeiro, 49-51",0697,Ribadavia,,Ourense,España,32400,988470052,,988477109,www.hijosdeangelmartinez.com,am.hijos.am@gmail.com,4673,Distribución de materiales de construcción y de artículos de ferretería. ,Distribución,Distribución ferretería / industriales,"Distribución azulejos, sanitarios y grifería",,,,,,,,,
365792,"ELECTRICIDAD PRINCIPADO, S.L. (ELPRISA)",B33084393,"P.I. de Monsagre, Naves 11-12",0447,Oviedo,Viella - Siero,Asturias,España,33429,985253333,,985252278,www.elprisa.com,elprisa@elprisa.com,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,1.98,,,13,0.126
365809,"DAVELCO, S.A.",A33370925,P.I. de Riaño I - Nido II - Parcela 33-A ,0313,Langreo,Riaño,Asturias,España,33920,985678416,,985678417,http://www.grupoavance.es/,davelco@grupo-avance.es,4663,Alquiler de maquinaria de construcción.,Distribución,Distribución y alquiler de maquinaria,,,,,,1.21,0.23,,14,0.06
365812,"LA ELÉCTRICA ÁLVAREZ SIRGO, S.A.",A33614199,"Ataulfo Friera, 3 - P.I. Campones",0241,Gijón,,Asturias,España,33211,985990909,,985144757,www.grupoelektra.es,laelectrica@laelectrica.com,4652,Comercialización de material eléctrico y electrónico.,Distribución,Distribución material eléctrico,,,,,,27.68,0.04,,62,0.2
365818,"JOVE MATERIALES DE CONSTRUCCIÓN, S.L.",B33621905,Avda. EDUARDO CASTRO 155,0241,Gijón,,Asturias,España,33290,985321303,,985321278,,administracion@jomasa.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.9,,,11,0.075
365819,"MUNIELLO ELECTRICIDAD, S.A.",A33625674,"Max Planck, 569 - P.I. de Roces 3",0241,Gijón,,Asturias,España,33392,985168822,,985167424,www.munielloelectridad.com,central@munielloelectricidad.com,4643,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,Distribución minorista electro,,,,,7.2,0.01,,31,0.451
365833,"MAPRINSA, S.A.",A33692203,"P.I. de Roces- GRAHAM BELL, 371",0241,Gijón,,Asturias,España,33211,985167772,,985168314,www.maprinsa.com,contabilidad@maprinsa.com,4662,"Venta de maquinaria de obras públicas, minería y construcción.",Distribución,Distribución y alquiler de maquinaria,,,,,,4.57,,,15,0.06
365842,"BLANCOSIL, S.A.",A34130286,"RAFAEL ALBERTI, 7",0800,Guardo,,Palencia,España,34880,979852111,,979853434,www.blancosil.es,blancosil@blancosil.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.15,,,14,0.15
365857,"ALMACENES GENERALES R. ANDRADE, S.L.",B27804087,"Alcalde Segundo Pampillon, 20 - Sanguiñeda",0335,Mos,,Pontevedra,España,36419,986600286,,,www.randrade.com,info@randrade.com,4690,"Distribución online de hierros, aceros, tornillería, utillaje, ferretería, etc.",Distribución,Distribución ferretería / industriales,,,,,,3.35,,,14,0.263
365871,"BOLSA DE AGUAS DE TENERIFE, S.A.",A38003844,"Ctra. General Cuesta Taco, km 1.1",0239,San Cristóbal de La Laguna,,Santa Cruz de Tenerife,España,38320,922286666,,922275021,www.bolsadeaguas.es,info@bolsadeaguas.es,4674,Suministros a la construcción e industriales.,Distribución,Distribución multiproducto,,,,,,17.89,0.1,,57,0.192
365872,"REYES DIAZ, S.A.",A38012746,"La Dehesa, 1",0282,Puerto de la Cruz,,Santa Cruz de Tenerife,España,38400,922384513,,922389888,www.redisa.es,,4673,Distribuidora de materiales de construcción y ferretería.,Distribución,Distribución multiproducto,,,,,,,,,,
365873,"COMERCIAL ELÉCTRICA CANARIAS, S.A. (COELCA)",A38024907,"Ctra. General del Sur, km 5,8 - Unión Azufrera - Local 2",0239,San Cristóbal de La Laguna,,Santa Cruz de Tenerife,España,38108,922626362,,922610004,www.coelca.es,coelca@coelca.es,4752,Comercio mayorista de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,31.17,0.15,,196,0.625
365877,"COMPONENTES ELÉCTRICOS MONTAÑESES, S.A.",A39047436,"La Mar, 35 - bajo",0232,Colindres,,Cantabria,España,39750,942650250,,942674048,www.cemsa.es,cemsa@cemsa.biz,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,4.42,,,23,0.06
365882,"AGRUPACIÓN EMPRESARIAL TABANERA, S.A.",A40014300,"Avda. Principal, s/n  - P.I. Hontoria",1945,Segovia,,Segovia,España,40195,921441818,,921428190,www.tabanera.com,info@tabanera.com,4673,"Distribución de azulejos, material de construcción y tarimas.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,7.67,,,34,0.139
365883,"COMERCIAL DEL SUR, S.A. (COMESUR)",A41000852,"Avda. Fernández Murube, 12-B",0917,Sevilla,,Sevilla,España,41007,954529411,,954516325,www.comesur.es,sevilla@comesur.es,4618,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,5.97,0.03,,37,0.512
365887,"GÓMEZ MAQUEDA, S.A.",A41017773,"Avda. Montes Sierra, 9",0917,Sevilla,,Sevilla,España,41007,955045400,,954417504,www.gomezmaqueda.com,ofertas@gomezmaqueda.com,4666,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,5.33,,,32,0.665
365891,PROVEEDORA DE ALUMINIO - GRUPO,A41040833,"Avda. Montesierra, 30   - Ctra. Amarilla",0917,Sevilla,,Sevilla,España,41007,954515533,,954675270,,sevilla@proveedoradealuminio.es,4672,Venta al por mayor de perfiles y chapas de aluminio.,Distribución,Distribución carpintería metálica,,,,,,,,,,
365894,"ITURRI, S.A.",A41050113,"Avda. Roberto Osborne, 5",0917,Sevilla,,Sevilla,España,41007,902181051,,954258756,www.iturri.com,info@iturri.com,4642,"Fabricación e importación de vestuario, calzado y maquinaria.",Distribución,Otros equipamientos para geriátricos y centros sanitarios,Equipos de protección laboral,,,,,188.4,7.24,,496,4.065
365900,"ANDALUZA DE SUMINISTROS ELÉCTRICOS E INDUSTRIALES, S.A.",A41086307,"Metalurgia, 19 y 21 - P.I. Calonge",0917,Sevilla,,Sevilla,España,41007,954367460,,954350498,www.aseisa.es,aseisa@aseisa.es,4618,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,9.72,0.06,,39,2.441
365905,"TORNILLERÍA Y SERVICIOS, S.L. (TORSESA)",B41111592,"Avda. Monte Sierra, 5",0917,Sevilla,,Sevilla,España,41007,954670300,,954676754,www.torsesa.es,,4674,Distribución de suministros industriales y aeronáuticos.,Distribución,Distribución ferretería / industriales,,,,,,15.88,0.04,,116,0.397
365933,"ESMALTO, S.A.",A41277336,"Tipografía, 2 - P.I. La Negrilla",0917,Sevilla,,Sevilla,España,41016,954260540,,954528681,www.porcelanosa.com,esmalto@esmalto.porcelanosa.com,4673,Distribución de azulejos y sanitarios.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,8.19,,,58,1
365944,"AISLUX ANDALUCÍA, S.A.",A41416082,"P.I. MERKA PARC., 10.",0042,Alcalá de Guadaíra,,Sevilla,España,41500,955634222,,955631357,www.aislux.com,aisluxandalucia@telefonica.net,4673,"Venta de aislantes, lucernarios y plásticos para construcción.",Distribución,Distribución multiproducto,,,,,,,,,,
365949,"MASESUR, S.L.",B41572645,"P.I. Parsi, S. José Palmete, 53",0917,Sevilla,,Sevilla,España,41016,954408444,,954401133,www.masesur.es,masesurse@masesur.es,4532,Venta de maquinaria para obras públicas.,Distribución,Distribución y alquiler de maquinaria,,,,,,12.75,0.01,,32,0.253
365950,"CASA MÁRQUEZ, S.A.",A41615170,"Avda. Roberto Osborne, 149  - P. Empresarial Carretera Amarilla (P.I.C.A.)",0917,Sevilla,,Sevilla,España,41007,955047500,,954676820,www.casamarquez.es,,4643,Distribución de suministros y material eléctrico.,Distribución,Distribución material eléctrico,,,,,,6.1,,,22,0.992
365953,"CONSTRUCTO, S.A.",A42001701,"Avda. VALLADOLID, 107",1736,Soria,,Soria,España,42005,975220749,,975229828,,constructosa@gmail.es,4673,Venta al mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.56,,,10,0.332
365955,"ALEJANDRO DEL AMO, S.A. (ADASA)",A42010561,"P.I. Las Casas   - C / C, 225",1736,Soria,,Soria,España,42005,975226672,,975223496,www.e-adasa.es,adasa@e-adasa.es,4673,"Distribución de materiales de saneamiento, fontanería y aislamientos.",Distribución,Distribución fontanería y climatización,,,,,,7.32,,,24,1.221
365970,"COMERCIAL VÍCTOR MANUEL, S.A.",A43040526,P.I. Can Coll - Nave 16,1081,Lliçà de Vall,,Barcelona,España,08185,938445710,,938436302,www.esvicma.com,info@esvicma.com,4674,"Distribución calefacción, material eléctrico, fontanería, electrodomèsticos, sanitarios y grifería.",Distribución,Distribución multiproducto,,,,,,7.68,0.02,,36,0.06
365972,"CONSTRUCCIONES CIURÓ, S.A.",A43042324,"Ctra. D''ACCES A RODA DE BARA KM.1,3",1310,Roda de Berà,,Tarragona,España,43883,977802951,,977802012,,roda@ciuro-mat.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.38,,,8,0.06
365982,"SIMÓ MATERIALES, S.A.",A43107408,"Avda. DE LA RAPITA, 142-144",0141,Amposta,,Tarragona,España,43870,977700440,,977705959,,simo@emccat.cat,4673,Mayorista de material de construccion.,Distribución,Distribución multiproducto,,,,,,0.13,,,2,0.107
365989,"EBREQUALITAT, S.A.",A43241207,"Ciutadella, 12",1554,Tortosa,,Tarragona,España,43500,977442945,,977440677,www.ebrequalitat.com,,4674,"Distribución de material eléctrico, fontanería, sanitarios y climatización.",Distribución,Distribución fontanería y climatización,Distribución material eléctrico,,,,,7.87,0.08,,40,0.493
366000,"DALPES, S.A.",A45018496,"Real, 153",2052,Yuncos,,Toledo,España,45210,925537270,,925553254,www.dalpes.es,yuncos@dalpes.com,4752,Comercialización minorista de productos de ferretería y bricolaje. ,Distribución,Distribución ferretería / industriales,Distribución bricolaje,,,,,2.64,,,22,0.06
366004,"LOS BELIS, S.A.",A45028842,"Ctra. DE NOVES, S/N",1730,Torrijos,,Toledo,España,45500,925760396,,925761937,www.losbelis.com,oficina@losbelis.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,5.92,0.08,,30,0.06
366010,"DECORACIONES SANTANDER, S.A.",A45050507,"LA SALVE, 22",1730,Torrijos,,Toledo,España,45500,925762154,,925761801,www.decoracionessantander.com,decosan@decoracionessantander.com,4649,Distribución de pinturas.,Distribución,Distribución pinturas y productos químicos,,,,,,3.45,,,19,0.06
366017,"SUMINISTROS CERÁMICOS MABE, S.A.",A45070794,"Ctra. TOLEDO-PIEDRABUENA, KM. 35,5",1822,Ventas con Peña Aguilera (Las),,Toledo,España,45127,925418049,,925418297,www.mabe-sa.es,info@mabe-sa.es,4673,Distribuidor de azulejos y gres.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,1.65,,,7,0.3
366034,"SÁNCHEZ PLÁ, S.A.",A46087565,"Ciudad de Liria, 17 - P.I. Fuente del Jarro",1901,Paterna,,Valencia/València,España,46988,961343020,,961343024,www.sanchezpla.es,sanchezpla@sanchezpla.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,13.31,0.23,,41,0.505
366045,"HOMMAX SISTEMAS, S.A.",A46145066,"Avda. Alquería Moret, 9",1939,Picanya,,Valencia/València,España,46210,961594646,,961590407,www.hommaxsistemas.com,hommax@hommax.eu,4652,Distribución de productos electrónicos de seguridad.,Distribución,Distribución material eléctrico,"Hardware para hostelería (TPVs, etc)",,,,,11.19,0.04,,27,0.601
366050,"AZULEJOS SOLÁ, S.A.",A46167474,"Ctra. Pista de Ademuz, Km. 9,4",1901,Paterna,,Valencia/València,España,46980,961320973,,961320156,www.azulejossola.com,pedidos@azulejossola.com,4690,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.46,0.01,,14,0.06
366053,"NOVOCER, S.L.",B98185291,P.I. del Mediterráneo - Parcela 6,0142,Albuixech,,Valencia/València,España,46550,961400561,,961401078,www.porcelanosa.com,novocer@novocer.porcelanosa.com,4673,Distribución y venta de productos cerámicos y de saneamiento.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,14.54,1.1,,74,2
366080,MATERIALES DE CONSTRUCCIÓN JAVIER XAIXO (JAVIER XAIXO BERTÓ),A46387593,"POETA FRANCESC MIRET, 6",1311,Gandia,,Valencia/València,España,46700,962878464,,962878464,www.xaixo.com,administracion@xaixo.com,4673,Distribuidor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.6,,,,
366095,"BRONCESVAL, S.L.",B97819916,"P.I. Puente - C/ Ciudad de Elda, 17-19",1901,Paterna,,Valencia/València,España,46980,961340776,,961340943,www.broncesval.com,broncesval@broncesval.com,4672,"Comercialización de aluminio, bronce, latón y plásticos técnicos.",Distribución,Distribución carpintería metálica,,,,,,18,,,61,0.159
366103,"EMILIANO FERNÁNDEZ, S.L.",B47017637,"Rodrigo Dueñas, 2",0856,Medina del Campo,,Valladolid,España,47400,983812570,,983812569,www.emilianofernandez.es,exposicion@emilianofsa.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,3.2,,,23,0.06
366104,"MATERIALES CONSTRUCCIÓN GARCÍA GONZÁLEZ, S.L.",B10179802,"Ctra. Navalmoral, s/n ",1040,Jaraíz de la Vera,,Cáceres,España,10400,927460212,,927665014,,ggonzalez@bigmat.es,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.26,,,11,0.336
366113,"NEUMÁTICA E HIDRÁULICA BECO, S.A.",A47091103,"Aluminio, 16 - P.I. San Cristóbal",1868,Valladolid,,Valladolid,España,47012,983217644,,983217646,www.nhbeco.com,ventas@nhbeco.com,4614,Distribución de componentes neumáticos e hidraúlicos.,Distribución,Distribución y alquiler de maquinaria,,,,,,9.6,0.01,,51,0.061
366122,"MESIMA BILBAO, S.A.",A48020200,"Ctra. N-240 Bilbao-Vitoria km 12,5",0366,Galdakao,,Bizkaia,España,48960,944575330,,944560239,www.mesima.com,,2561,Distribución y transformación de aluminios y derivados.,Distribución,Distribución hierros,,,,,,33.83,2.52,,83,1
366126,"EURO ELECTRO INDUSTRIAL, S.A.",A48030613,"Plataforma J, Nave 2 - P.I. Erletxe",0366,Galdakao,,Bizkaia,España,48960,946009127,,946009010,www.eurisa.es,email@eurisabilbao.com,4672,Venta al mayor de cable de alta y baja tensión y accesorios.,Distribución,Distribución material eléctrico,,,,,,15.31,,,14,0.204
366148,"BILBAOBARRI, S.A.",A48090690,"Idorsolo, 11  - P.I. Txosna",9011,Derio,,Bizkaia,España,48160,944541122,,944541482,www.bilbaobarri.com,comercial@bilbaobarri.com,4673,Distribución de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,0.26,,,,0.256
366150,"ANTONIO MIRANDA, S.A.",A48093165,"P.I. Iragorriti, 8 Barrio Arkotxa ",0979,Zaratamo,,Bizkaia,España,48480,944562780,,944562166,www.antoniomiranda.com,antoniomiranda@antoniomiranda.com,4673,Mayorista de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,4.5,,,,0.222
366152,"JICASA MATERIALES DE CONSTRUCCIÓN, S.A.",A48102768,"KAREAGA, 43",0139,Barakaldo,,Bizkaia,España,48903,944971010,,944971040,www.jicasa.es,jicasa@jicasa.es,4673,"Venta de material de consturccion, fontaneria, pintura, sanitarios y equipamiento de baño y cocina.",Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,6.1,0.1,,30,0.344
366158,"ELECTRO VIZCAYA, S.A.",A48115000,"María Díaz de Haro, 57",0209,Bilbao,,Bizkaia,España,48010,944442254,,944217409,electrovizcaya.es,evbilbao@electrovizcaya.com,4669,Mayorista de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,10.2,0.04,,47,0.18
366161,"GOBESA, S.A.",A48121826,"P.I. Ugaldeguren I, Parcela P-5 ",9050,Zamudio,,Bizkaia,España,48170,944544007,,944544130,www.gobesa.com,,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,14.64,0.01,,35,0.13
366176,"FABREGAS HERMANOS, S.A.",A48161921,"ERREMENTA BIDEA, Nº 1, PAB. 7",9032,Loiu,,Bizkaia,España,48180,944249213,,944240916,www.fabregashns.com,info@fabregashns.com,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,1.98,,,6,0.16
366178,"ALMACENES ELÉCTRICOS VASCONGADOS, S.A. ",A48166169,"General Concha, 25  - Planta 2",0209,Bilbao,,Bizkaia,España,48010,944536006,,944536007,www.aelvasa.es,aelvasa@aelvasa.es,2790,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,20.92,0.22,,66,0.507
366191,"BAIMEN, S.A.",A48220370,"Ribera de Erandio, 1-2-3",9026,Erandio,,Bizkaia,España,48950,944676613,,944676827,www.baimen.es,baimen@baimen.es,4669,Mayorista de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,28.56,0.03,,55,0.118
366192,"SUMINISTROS URRUTIA, S.A.",A48222111,"Martintxone Bidea, 11 - P.I. Trobica",0694,Mungia,,Bizkaia,España,48100,946744802,,946743015,www.suministrosurrutia.com,urrutia@suministrosurrutia.com,4673,Venta al por mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.47,,,16,0.061
366201,"INTERNATIONAL BRON METAL, S.A.",A48265698,"P.I. Sasine - Utxa, 2",0524,Larrabetzu,,Bizkaia,España,48195,944731500,,944117387,www.bronmetal.com,info@ibronmetal.com,4672,Distribución de productos y semiproductos de cobre y aleaciones.,Distribución,Distribución hierros,,,,,,79.96,0.07,,59,0.09
366218,"BRAMMER IBERIA, S.A. (RUBIX ESPAÑA)",A48644264,P.I. Erletxe - Plataforma D-152 - Pabellon 1,0366,Galdakao,,Bizkaia,España,48960,944579400,,944579420,www.cms.brammer.es,,4669,Comercialización de rodamientos y motores industriales.,Distribución,Otros distribuidores especializados,,,,,,76.24,0.28,,305,6.01
366225,"COMERCIAL LOSILLA, S.A.",A50003052,P.I. MALPICA CALLE-E PARC. 9-10,2973,Zaragoza,,Zaragoza,España,50016,976465588,,976465727,www.losilla.com,losilla@losilla.com,4669,"Comercialización de herramientas, compresores y tuberías.",Distribución,Distribución y alquiler de maquinaria,,,,,,2.47,,,12,0.062
366232,"PORCELANOSA ARAGÓN, S.A.",A50035476,"Taormina, 2 - Plataforma Logística Zaragoza",2973,Zaragoza,,Zaragoza,España,50197,876269500,,876269389,www.porcelanosa.com,info@porcelanosa.com,4673,Distribución de azulejos y pavimentos.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,5.71,,,37,2.3
366239,"FERRETERÍA ARIES, S.A.",A50047646,"Vicente Berdusán, 24 ",2973,Zaragoza,,Zaragoza,España,50010,976504250,,976343921,www.ferreteriaaries.com,info@ferreteriaaries.com,4752,Comercialización de productos de ferretería.,Distribución,Distribución ferretería / industriales,,,,,,1.66,,,16,0.06
366263,"FERRETERIA HUZATE, S.A.",A50102227,"Avda. ROSARIO, 18 NAVE D",0896,Cuarte de Huerva,,Zaragoza,España,50410,976505127,,,,josemiguel@ferreteriahuzate.com,4674,Distribución de ferretería.,Distribución,Distribución ferretería / industriales,,,,,,0.79,,,8,0.061
366279,"COMERCIAL DE SUMINISTROS IBERIA, S.A.",A50167097,"Avda. MADRID, 213",2973,Zaragoza,,Zaragoza,España,50010,976339750,,976533454,,,4674,Comercio al por mayor de ferretería industrial.,Distribución,Distribución ferretería / industriales,,,,,,1.12,,,8,1.255
366303,"ARGO LOGIC, S.A.",A58011115,"Murillo, 37",0734,Cornellà de Llobregat,,Barcelona,España,08940,934744142,,934744154,http://www.grupovalle.es/argo-logic,liglesias@grupovalle.es,4719,Distribución de automatismos y sistemas de control.,Distribución,Distribución material eléctrico,,,,,,6.4,,,16,0.211
366304,"METALUX LEVANTE, S.A. (ALELSA)",A58014275,"Avda. de los Trabajadores, 20-22",2508,València,,Valencia/València,España,46026,963182025,,963964657,www.metalux.es,metaluxlevante@metalux.es,4619,Distribuidor de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,9.83,0.05,,26,1.328
366315,"FERRETERIA PLANETA, S.A.",A58070350,"Didac Priu, 45",2009,Sant Boi de Llobregat,,Barcelona,España,08830,936520211,,936303960,www.ferreplaneta.es,f.planeta@qfplus.com,4674,Distribuidora de artículos de ferretería.,Distribución,Distribución ferretería / industriales,,,,,,1.6,,,11,0.388
366320,"FERRETERÍA FURRIOLS, S.A.",A58083353,"Cervera, 4 - P.I. Sot Dels Pradals",2981,Vic,,Barcelona,España,08500,938861588,,938890736,www.ferreteriafurriols.com,f.furriols@qfplus.com,4674,Distribuidora de artículos de ferretería.,Distribución,Distribución ferretería / industriales,,,,,,3.19,,,15,0.18
366325,"J. RIERA MAGATZEN CONSTRUCCIÓ, S.L.",B63054225,"ANTIGUA CTRA. PROVINCIAL, S/N",2592,Santa Maria de Palautordera,,Barcelona,España,08460,938670764,,938672854,www.j-riera.com,info@j-riera.com,4673,"Distribución de materiales de construcción , ferreteria, transportes y grúas.",Distribución,Distribución multiproducto,,,,,,1.55,,,10,0.602
366326,"COMERCIAL MAESTRO CANET, S.A.",A58095969,"P.I. Can Castells - C/ Castells, 7-8",0410,Canovelles,,Barcelona,España,08420,938466568,,938409216,www.maestrocanet.com,maestrocanet@maestrocanet.com,4673,Venta de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.1,,,6,0.102
366336,"PORTERO ESCOBAR EXPOSICIONES, S.L.",B06157259,"Ctra. SEVILLA, 99 KM. 1",0153,Badajoz,,Badajoz,España,06009,924207272,,924243912,www.grupoportero.com,porteroazulejos@grupoportero.com,4673,Distribución de materiales de construcción.,Distribución,"Distribución azulejos, sanitarios y grifería",,,,,,,,,,
366345,"CENTRO ALUM, S.A.",A58193194,"Bernat de Rocaberti, 2-10",1878,Sabadell,,Barcelona,España,08205,937122911,,937108428,www.centroalum.com,centroalum@centroalum.com,4672,Venta mayorista de aluminio.,Distribución,Distribución carpintería metálica,,,,,,15.05,0.47,,35,0.4
366346,"SUMINISTROS GAME, S.A.",A58197443,"JORDI CAMP, 43",0961,Granollers,,Barcelona,España,08400,938404022,,938404023,,,4675,"Maquinaria, ferretería y suministros industriales.",Distribución,Distribución ferretería / industriales,Distribución y alquiler de maquinaria,,,,,3.63,,,23,0.06
366351,"MATERIALES CONSAN, S.A.",A58230574,"Ronda St. Pere, 319-321 - P.I. Les Verges",1923,Santpedor,,Barcelona,España,08251,938321348,,938272849,www.materialsconsan.com,info@materialsconsan.com,4752,Venta al por mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2,,,8,0.163
366359,"GRAU LUMINOTECNIA, S.A.",A58274135,Gran Vía Corts Catalanes 401,0193,Barcelona,,Barcelona,España,08015,933257611,,934263029,www.grauluminotecnia.com,info@grauluminotecnia.com,4649,Venta e instalación de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,3.65,0.05,,6,0.45
366362,"FERRETERIA MASPOR, S.A.",A58278342,"de Barcelona, 15",0057,Ametlla del Vallès (L'),,Barcelona,España,08480,938430003,,938431230,,f.maspor@qfplus.com,4752,Distribuidora de artículos de ferretería.,Distribución,Distribución ferretería / industriales,,,,,,1.84,,,13,0.06
366389,"SUCESORES DE ESTANISLAO TREPAT, S.A.",A58395096,"Sant Pelegri, 13",2173,Tàrrega,,Lleida,España,25300,973310629,,973310580,,,4674,Venta mayorista de hierros.,Distribución,Distribución ferretería / industriales,Distribución hierros,,,,,,,,,0.423
366397,"ARISTON ELECTRÓNICA, S.A.",A58442310,"Avda. de Corts Catalanes, 581",0193,Barcelona,,Barcelona,España,08011,934525106,,934543938,www.ariston.es,ariston@ariston.es,4652,Distribución de componentes electrónicos.,Distribución,Distribución material eléctrico,,,,,,4,,,,0.06
366400,"SUELBA GRUP, S.L.",A58457086,"BRONCE, 17-19 POL.I.LAS GUIXERES",0155,Badalona,,Barcelona,España,08915,934970630,,934970115,www.suelba.com,badalona@suelba.com,4652,Distribución de material eléctrico.,Distribución,Distribución material eléctrico,,,,,,6.5,,,27,0.06
366404,"E. TORRENTS, S.A.",A58476433,"Ctra. DE MASNOU, S/N",9024,Vilanova del Vallès,,Barcelona,España,08410,938459034,,938459913,,etorrents@etorrents.es,4673,Venta al por mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,1.05,,,6,0.06
366408,"PLANELL, S.A.",A58485194,"Ctra. Manresa, km. 31   - P.I. Calaf",0312,Calaf,,Barcelona,España,08280,938698750,,938680181,,planellcalaf@grupobdb.com,4673,Venta al por mayor de materiales de construcción.,Distribución,Distribución multiproducto,,,,,,2.64,,,11,0.136
366409,"GRAU MAQUINARIA I SERVEI INTEGRAL, S.A.",A58486739,"Avda. Sant Juliá, 190-192",0961,Granollers,,Barcelona,España,08403,938401377,,938400709,www.grau-maquinaria.com,grau@grau-maquinaria.com,4663,"Venta de maquinaria de construcción, limpieza viaria y vehículos eléctricos.",Distribución,Distribución y alquiler de maquinaria,,,,,,14.12,0.21,,33,0.06
366414,"CONSTRUCCIONS CINT, S.A.",A58496829,"Ctra. de Solsona, 9",0229,Berga,,Barcelona,España,08600,938220118,,938212243,www.cons-cintsa.com,gestio@cons-cintsa.com,4122,Constructura y distribuidora de material de construcción.,Distribución,Distribución multiproducto,Constructoras,,,,,1.08,,,5,0.06
